,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,competed_next_week,judge_score,judge_rank,judge_percent,fan_votes_estimate,fan_rank,combined_score,week,was_eliminated,consistency
203,Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.224278198284281,2.0,3.0,10,False,1.0
204,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.224278198284281,2.0,3.0,10,False,1.0
205,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9.0,9.0,9.0,,9.0,7.0,9.0,,9.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.5,10.0,8.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.224278198284281,2.0,3.0,10,False,1.0
206,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.5,9.5,9.0,9.5,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.6666,10.0,,,,,,False,9.888866666666667,11.0,24.722166666666666,14.368270584858298,12.0,23.0,10,False,1.0
207,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8.0,8.0,8.0,,8.0,9.0,8.0,,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,10.0,12.0,25.0,7.224278198284281,2.0,14.0,10,False,1.0
208,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.224278198284281,2.0,3.0,10,False,1.0
209,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,7.0,7.0,8.0,,7.0,7.0,8.0,,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.224278198284281,2.0,3.0,10,False,1.0
210,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.224278198284281,2.0,3.0,10,False,1.0
224,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,0.16778523489932887,1.0,2.0,10,True,1.0
225,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,8.389261744966444,2.0,3.0,10,False,1.0
226,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,False,10.0,11.0,25.0,8.389261744966444,2.0,13.0,10,False,1.0
227,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,False,10.0,11.0,25.0,8.389261744966444,2.0,13.0,10,False,1.0
228,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,8.389261744966444,2.0,3.0,10,False,1.0
229,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,8.389261744966444,2.0,3.0,10,False,1.0
230,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,8.389261744966444,2.0,3.0,10,False,1.0
231,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,8.389261744966444,2.0,3.0,10,False,1.0
232,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,False,9.0,10.0,22.5,15.939597315436242,12.0,22.0,10,False,1.0
233,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,8.389261744966444,2.0,3.0,10,False,1.0
234,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,8.389261744966444,2.0,3.0,10,False,1.0
235,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,8.389261744966444,2.0,3.0,10,False,1.0
249,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5.0,5.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,0.15334796954509328,1.0,2.0,10,True,1.0
250,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7.0,6.0,7.0,,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.752608832331888,3.0,4.0,10,False,1.0
251,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,,8.0,8.5,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.752608832331888,3.0,4.0,10,False,1.0
252,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.752608832331888,3.0,4.0,10,False,1.0
253,Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8.0,6.0,7.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.752608832331888,3.0,4.0,10,False,1.0
254,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8.0,6.0,7.0,,6.0,6.0,7.0,,7.0,6.0,7.0,,9.0,8.0,9.0,9.0,7.0,6.0,6.0,7.0,9.0,9.0,9.0,,8.5,8.5,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.752608832331888,3.0,4.0,10,False,1.0
255,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0,,9.0,9.0,9.5,,10.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.6666,10.0,,,,,,False,9.888866666666667,12.0,24.722166666666666,7.667398477254664,2.0,14.0,10,False,1.0
256,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.752608832331888,3.0,4.0,10,False,1.0
257,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8.0,7.0,8.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,,9.5,9.0,9.5,,10.0,9.0,10.0,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,False,9.6666,11.0,24.166500000000003,15.16437624435488,12.0,23.0,10,False,1.0
258,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8.0,7.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,False,9.4444,10.0,23.610999999999997,14.994006650190281,11.0,21.0,10,False,1.0
259,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8.0,7.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,10.0,9.0,10.0,,9.0,9.0,9.5,,8.0,8.0,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.752608832331888,3.0,4.0,10,False,1.0
260,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7.0,7.0,7.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,False,0.0,1.0,0.0,7.752608832331888,3.0,4.0,10,False,1.0
274,Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,0.15390520016814146,1.0,2.0,10,True,1.0
275,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.759400000577145,3.0,4.0,10,False,1.0
276,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.5,9.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.759400000577145,3.0,4.0,10,False,1.0
277,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.0,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.759400000577145,3.0,4.0,10,False,1.0
278,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6.0,5.0,5.0,6.0,8.0,5.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7.0,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.759400000577145,3.0,4.0,10,False,1.0
279,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.5,8.5,8.5,9.0,10.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.759400000577145,3.0,4.0,10,False,1.0
280,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.5,8.5,7.5,7.5,8.0,8.0,8.0,8.0,8.0,8.0,8.5,8.0,9.0,8.5,9.0,8.5,9.0,9.0,9.3333,9.0,,,,,False,9.083325,10.0,22.708312499999998,14.749254762163563,11.0,21.0,10,False,1.0
281,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9.0,9.5,9.5,9.5,9.0,10.0,10.0,10.0,9.6666,10.0,10.0,,,,,False,9.91665,12.0,24.791625,7.6952600084070735,2.0,14.0,10,False,1.0
282,Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.759400000577145,3.0,4.0,10,False,1.0
283,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.759400000577145,3.0,4.0,10,False,1.0
284,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,9.5,8.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,10.0,9.5,9.5,9.5,9.5,10.0,9.6666,9.6666,10.0,,,,,False,9.833300000000001,11.0,24.583250000000003,15.326380024644074,12.0,23.0,10,False,1.0
285,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,9.0,8.0,9.0,8.0,7.5,8.0,7.5,7.5,8.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.759400000577145,3.0,4.0,10,False,1.0
286,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6.0,6.0,6.0,,8.0,7.5,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,0.1435779297031688,1.0,2.0,10,True,1.0
287,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7.0,6.0,6.0,,8.0,7.5,8.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,9.0,8.5,9.0,,8.5,8.0,9.0,,9.7777,9.3333,9.7777,10.0,,,,,False,9.722175,11.0,24.3054375,14.158345278717963,13.0,24.0,10,False,1.0
288,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,7.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,10.0,9.0,9.0,9.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,10.0,,,,,False,10.0,12.0,25.0,7.17889648515844,2.0,14.0,10,False,1.0
289,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6.0,6.0,6.0,,6.5,6.0,6.5,,7.0,7.0,7.0,,7.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.17889648515844,2.0,3.0,10,False,1.0
290,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7.0,7.0,6.0,,6.5,6.5,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.17889648515844,2.0,3.0,10,False,1.0
291,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5.0,5.0,5.0,,6.5,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,10.0,9.0,8.0,8.0,8.5,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.17889648515844,2.0,3.0,10,False,1.0
292,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7.0,6.0,6.0,,7.5,7.0,7.5,,8.0,7.0,7.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,7.0,8.0,9.5,9.5,9.5,,8.0,8.0,8.0,,9.0,9.5,9.5,,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.17889648515844,2.0,3.0,10,False,1.0
293,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5.0,4.0,5.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.17889648515844,2.0,3.0,10,False,1.0
294,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7.0,8.0,7.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,10.0,9.0,,10.0,10.0,10.0,10.0,8.5,8.5,8.5,,9.5,8.5,9.0,,9.5,9.0,10.0,,10.0,10.0,10.0,10.0,,,,,False,10.0,12.0,25.0,7.17889648515844,2.0,14.0,10,False,1.0
295,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6.0,5.0,6.0,,7.0,6.5,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.17889648515844,2.0,3.0,10,False,1.0
296,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,7.0,6.0,7.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,False,0.0,1.0,0.0,7.17889648515844,2.0,3.0,10,False,1.0
297,Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6.0,5.0,5.0,,7.0,6.5,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,7.0,7.0,9.0,7.0,9.5,9.5,9.5,,8.0,7.5,8.0,,8.0,8.0,8.0,,9.0,9.5,9.5,9.5,,,,,False,9.375,10.0,23.4375,13.909111939994476,12.0,22.0,10,False,1.0
