celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,followers,followers_log,week1_total,week2_total,week3_total,week4_total,week5_total,week6_total,week7_total,week8_total,week9_total,week10_total,week11_total,elimination_week,fan_vote_pct_uniform,fan_vote_scaled_uniform,fan_vote_pct_judge_proportional,fan_vote_scaled_judge_proportional,fan_vote_pct_instagram,fan_vote_scaled_instagram,IG_followers_normalized
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,117000.0,11.669937760751914,18.0,21.5,21.0,21.0,24.0,19.0,27.0,0.0,0.0,0.0,0.0,7.0,0.1164540197573934,1164540.197573934,0.10754596546477425,1075459.6546477426,0.10311961847150318,1031196.1847150318,0.10312021835252805
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,4100000.0,15.226497775576945,20.0,26.0,27.0,29.0,27.0,30.0,29.0,27.5,30.0,0.0,0.0,,0.16666666805584984,1666666.6805584985,0.1708074592377241,1708074.5923772412,0.17305199411719727,1730519.9411719728,0.17305198599631427
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6.0,6.0,6.0,,6.5,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,114000.0,11.643962499267984,18.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.08098490159345392,809849.0159345393,0.0641950006895061,641950.0068950609,0.071214236298161,712142.36298161,0.07121423917861242
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,99000.0,11.502885230075814,20.0,23.0,24.0,26.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.09969386853502697,996938.6853502698,0.0824694266383764,824694.2663837641,0.0815187440441873,815187.4404418729,0.0922658033557331
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,737000.0,13.510344528022657,23.0,23.5,26.0,22.0,26.0,26.0,26.5,0.0,0.0,0.0,0.0,7.0,0.12500000210808188,1250000.0210808187,0.12183908795833043,1218390.8795833043,0.11938279600293959,1193827.960029396,0.11938278560774546
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6.0,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,2500000.0,14.731801689838349,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,1300000.0,14.077875591662238,20.0,19.5,23.0,20.0,21.0,22.0,26.5,22.5,27.0,0.0,0.0,,0.1835631462564689,1835631.462564689,0.1732111770262688,1732111.770262688,0.17210008714097358,1721000.8714097359,0.15999768073087828
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,4600000.0,15.341567078850604,23.0,26.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.07490803308230962,749080.3308230962,0.06255165349702949,625516.5349702948,0.07337772251961913,733777.2251961913,0.10957265677375612
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,16900000.0,16.642824239064897,22.0,24.5,26.0,25.0,29.0,27.0,27.5,29.0,28.5,0.0,0.0,,0.1666666672041631,1666666.6720416308,0.18012422573290482,1801242.2573290481,0.18914880298894834,1891488.0298894835,0.18914880030898307
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,933000.0,13.746161551640268,14.0,17.5,18.0,15.0,17.0,22.0,23.5,23.0,0.0,0.0,0.0,8.0,0.1804575562707565,1804575.562707565,0.17010558730791353,1701055.8730791353,0.16899449527542795,1689944.9527542796,0.15622768882238192
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,6.0,6.0,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.6666,8.6666,8.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,358000.0,12.788291058675025,15.0,21.0,24.0,26.0,24.0,27.0,24.0,25.9998,0.0,0.0,0.0,8.0,0.12681351068410468,1268135.1068410468,0.10312737017125079,1031273.7017125079,0.11127745385653659,1112774.5385653658,0.12974512354708198
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,7.0,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,8.5,9.5,9.0,8.5,8.5,8.5,,0.0,0.0,0.0,,2000000.0,14.508658238524095,21.0,20.0,23.0,28.0,26.0,27.0,27.0,31.9998,36.0,25.5,0.0,10.0,0.19999980429837877,1999998.0429837876,0.18545454002812964,1854545.4002812963,0.19748809549129548,1974880.9549129547,0.19748810267544767
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,9.0,8.0,9.0,,9.0,8.0,9.0,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9.0,9.0,9.5,9.5,9.5,9.5,9.5,,10.0,9.5,10.0,,1500000.0,14.220976332738882,16.0,20.0,20.0,32.0,26.0,26.0,25.5,29.9998,37.0,28.5,29.5,,0.200000024386333,2000000.24386333,0.20727272793756343,2072727.2793756344,0.1935722517249326,1935722.5172493258,0.19357225099477854
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1800000.0,14.403297778421795,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.08333338331780159,833333.8331780159,0.0684931519735858,684931.519735858,0.08808783825998129,880878.3825998129,0.08808783654059756
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,845000.0,13.647093089770562,11.0,12.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.09999997813271327,999999.7813271327,0.07092193394778938,709219.3394778938,0.09450875231580622,945087.5231580621,0.09803678827177294
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,203000.0,12.220966184120165,18.0,18.0,23.0,31.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,0.09728646962331215,972864.6962331216,0.09143851539912527,914385.1539912528,0.0840326354761537,840326.3547615369,0.09733423932190784
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,222000.0,12.310437165348775,12.0,16.0,15.0,21.0,19.0,21.0,21.0,20.0,25.0,0.0,0.0,9.0,0.16666664482924243,1666666.4482924242,0.11990407623504222,1199040.762350422,0.14351772256954687,1435177.2256954687,0.1435177251875085
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,20000.0,9.90353755128617,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07598396274490676,759839.6274490677,0.05429451928934723,542945.1928934724,0.060568129728780076,605681.2972878008,0.06056815671049432
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,1400000.0,14.151983508870947,19.0,19.0,20.0,32.0,23.0,26.0,27.0,24.0,35.0,27.0,28.5,,0.20000007775371487,2000000.7775371487,0.1963636385367697,1963636.3853676969,0.19263314384329447,1926331.4384329447,0.192633138524149
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,7100000.0,15.775605482856605,16.0,20.0,24.0,32.0,27.0,25.0,27.0,30.0,40.0,29.5,30.0,,0.20000001580785676,2000000.1580785676,0.2145454549607673,2145454.5496076727,0.21473346098876972,2147334.6098876973,0.21473346081675065
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2600000.0,14.77102238760702,17.0,19.0,16.0,28.0,21.0,25.0,24.5,0.0,0.0,0.0,0.0,7.0,0.11583656831231967,1158365.6831231967,0.10346039336001027,1034603.9336001027,0.10999385842265491,1099938.5842265491,0.13032978648007837
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,2700000.0,14.80876270134486,20.0,24.0,21.0,32.0,25.0,24.0,26.0,30.9998,35.5,27.0,29.0,,0.20000007775371487,2000000.7775371487,0.1963636385367697,1963636.3853676969,0.20157304795170755,2015730.4795170755,0.20157304698887415
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,117000.0,11.669937760751914,18.0,18.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0761729958895178,761729.958895178,0.06901736121231054,690173.6121231054,0.0634215968993849,634215.968993849,0.06342170783000996
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1100000.0,13.910821646859095,18.0,20.0,20.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.08283289810212416,828328.9810212416,0.0657015801145163,657015.8011451629,0.08071942231611859,807194.2231611859,0.08071943022569851
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,4100000.0,15.226497775576945,13.0,18.0,22.0,22.0,19.0,24.0,26.0,27.0,0.0,0.0,0.0,8.0,0.11774306719910832,1177430.6719910833,0.10760829672243126,1076082.9672243127,0.12165950570679544,1216595.0570679544,0.13110369414636278
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0.0,0.0,0.0,,9400000.0,16.056220353623207,21.0,15.0,18.0,28.0,24.0,18.0,27.0,26.9998,28.9998,28.5,0.0,10.0,0.16472986894847821,1647298.689484782,0.16041951409915683,1604195.1409915683,0.16366818976330375,1636681.8976330375,0.18547472752074287
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,325000.0,12.691583538230217,21.0,21.0,19.0,24.0,24.0,27.0,26.0,28.9998,25.9998,29.0,30.0,,0.16666666902194377,1666666.6902194377,0.1666666711573218,1666666.711573218,0.16179463055261814,1617946.3055261814,0.14660785332513232
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,120000.0,11.695255355062795,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06616652580377637,661665.2580377636,0.054444940612066464,544449.4061206647,0.05473732521506605,547373.2521506605,0.05677042270965726
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1100000.0,13.910821646859095,17.0,18.0,22.0,22.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,0.08481203527382357,848120.3527382357,0.06666417807594646,666641.7807594646,0.0878071521576426,878071.5215764261,0.08780717539316257
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,875000.0,13.681980308196241,18.0,18.0,24.0,24.0,29.0,22.0,27.0,30.0,30.0,28.5,0.0,10.0,0.16666669340110987,1666666.9340110987,0.16379314326424857,1637931.4326424857,0.16466820288973158,1646682.0288973157,0.15804850168453405
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,2000000.0,14.508658238524095,20.0,21.0,24.0,24.0,26.0,26.0,30.0,30.0,28.9998,30.0,30.0,,0.16666666728610774,1666666.6728610774,0.1724137943172755,1724137.943172755,0.16759795356861643,1675979.5356861642,0.1675979386315906
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,1700000.0,14.346139397261565,18.0,19.0,21.0,24.0,24.0,27.0,26.0,27.0,24.9998,0.0,0.0,9.0,0.139766921128327,1397669.21128327,0.12385284424771564,1238528.4424771564,0.1360543540980426,1360543.540980426,0.14216150134724775
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,4100000.0,15.226497775576945,16.0,18.0,18.0,21.0,24.0,24.0,27.0,24.0,24.0,28.0,28.5,,0.16860343405625253,1686034.3405625252,0.1642930828447219,1642930.8284472192,0.17589014636317368,1758901.4636317368,0.1758901200794149
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,1800000.0,14.403297778421795,20.0,22.0,23.0,25.0,27.0,27.0,24.0,28.0,30.0,30.0,30.0,,0.16666666728610774,1666666.6728610774,0.1724137943172755,1724137.943172755,0.16638087686255598,1663808.7686255598,0.1663808587585852
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,30000.0,10.308985993422082,11.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0714285191012085,714285.191012085,0.04270457923825084,427045.7923825084,0.05305312152589868,530531.2152589868,0.05305312351628003
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,700000.0,13.45883704259595,19.0,16.0,21.0,24.0,26.0,27.0,22.0,0.0,0.0,0.0,0.0,7.0,0.09999999376185954,999999.9376185954,0.08461536712056214,846153.6712056214,0.09313169917393034,931316.9917393035,0.0931318237209839
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3000000.0,14.914123179965662,18.0,18.0,22.0,21.0,24.0,25.0,25.0,0.0,0.0,0.0,0.0,,0.10000000096297496,1000000.0096297496,0.09615384890010797,961538.4890010797,0.1032020548412081,1032020.5484120811,0.10320204387300423
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1400000.0,14.151983508870947,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06666663187440271,666666.318744027,0.038961017530595894,389610.17530595895,0.06639285806995072,663928.5806995073,0.06639289804374998
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,790000.0,13.579789490265188,24.0,23.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.07692305470592013,769230.5470592013,0.06235007960419113,623500.7960419114,0.07349081292208196,734908.1292208196,0.07349081968594115
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,326000.0,12.694655727828803,26.0,27.0,23.0,36.5,36.0,34.0,38.0,42.0,36.0,0.0,0.0,9.0,0.1650604617220285,1650604.617220285,0.15657957664721503,1565795.7664721503,0.14693080174121964,1469308.0174121964,0.14693081099752806
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,884000.0,13.69221347284086,24.0,22.0,20.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.07692308335950725,769230.8335950725,0.06834533558324345,683453.3558324345,0.07409923590298043,740992.3590298042,0.07409923343475272
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4200000.0,15.250595321348806,24.0,26.0,22.0,32.5,32.0,34.0,32.0,0.0,0.0,0.0,0.0,7.0,0.11111107567344793,1111110.7567344792,0.09785922284496805,978592.2284496805,0.11440917952594659,1144091.795259466,0.11838566105011249
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,0.0,0.0,0.0,0.0,,,,,3600000.0,15.096444681204078,28.0,28.0,21.0,34.0,36.0,36.0,34.0,42.0,37.5,0.0,0.0,9.0,0.16666666968006724,1666666.6968006724,0.16592921771192526,1659292.1771192525,0.17472965953703776,1747296.5953703776,0.17472965850709263
